0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,sensor_id,gesture_id,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122
0.9953196723770665,0.9952596681767727,0.9950596541757926,0.9950396527756944,0.9948396387747145,0.993259528166972,0.9922794595621698,0.990339323752663,0.987379116538158,0.9868390787355117,0.9846789275249272,0.9828588001160083,0.9810186713069917,0.9797185803006212,0.9779984598921927,0.9780584640924868,0.9775984318902324,0.9751782624783738,0.9769183842869003,0.9759183142819998,0.9761783324832742,0.9764583520846462,0.9763183422839599,0.9766583660856263,0.9773784164891546,0.978478493494545,0.981998739911794,0.9821987539127741,0.9862190353324733,0.9878991529407057,0.9922194553618755,0.9926594861640319,0.9946396247737344,0.9945596191733426,0.9953996779774585,0.9954596821777526,0.9955396877781448,0.9955596891782428,0.9954796835778508,0.9956796975788309,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8742482940660048,-0.8739362743293029,-0.8727056374795782,-0.8657929468035419,-0.8564480525898607,-0.8630696540456944,-0.8587604870608709,-0.8556658714362404,-0.8551722600887997,-0.8551201275986302,-0.8561139395301874,-0.8572558154858689,-0.8553674177750473,-0.8501438973009323,-0.8486379660189188,-0.8500196708094877,-0.8522404373702743,-0.8544679869688154,-0.8566135587110677,-0.8585889731062243,-0.8598589515749244,-0.8563480512332531,-0.8535960759157586,-0.8501855645328522,-0.8500225778256681,-0.8445519609762148,-0.8480509231714384,-0.8475351216004868,-0.850642741277498,-0.8512768584069939,-0.8553918367109631,-0.8549612107140988,-0.8569503849858429,-0.8580327640103644,-0.8578498157920746,-0.8608556705226621,-0.8605676821197187,-0.861444438199743,-0.8623423185973453,-0.8619041343584118,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8857469427982818,-0.8856923839573542,-0.8876915059315629,-0.8870643725879956,-0.8891237243937662,-0.8920704884580675,-0.8928354855394628,-0.8943762350293181,-0.8950632071016447,-0.8950025861672806,-0.8942968411604411,-0.8929385411278818,-0.8918086451318945,-0.8924866218397671,-0.8929035374270715,-0.8907665517150347,-0.8889193731795386,-0.8874394401754487,-0.887995001706186,-0.8888194464135384,-0.8894698503738454,-0.8885235771435611,-0.8881258255935718,-0.8879936328463778,-0.8876287339317858,-0.8868549370373376,-0.8858192968167165,-0.8858050215644308,-0.8852697973794157,-0.8851395601462333,-0.8850546908381235,-0.8844780097560594,-0.8840509254958939,-0.8831134520786625,-0.8822751232218267,-0.8815069973180125,-0.8803839456210664,-0.8802580105187099,-0.8802515573224711,-0.8798829429312568,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.9228785614342758,-0.9228242418344335,-0.9229439435632267,-0.9230223743126883,-0.9235658880857356,-0.9250896174092829,-0.9243465808939993,-0.9250525172218951,-0.9269187877295301,-0.9323253257438161,-0.9323682253180974,-0.9367014795387899,-0.9402448652089418,-0.9461669925511642,-0.9512037203464141,-0.9514519817716531,-0.9538650828249767,-0.9535433360178669,-0.954560214815646,-0.9545582287242441,-0.9537518756150677,-0.9527846491023364,-0.9506654895764958,-0.9446237995318782,-0.9444768287681368,-0.9414698863856413,-0.9389733694934375,-0.9353344528268536,-0.9344258160104786,-0.9325654441943073,-0.932005366418968,-0.9316222493875391,-0.9307336720943234,-0.9306290050774426,-0.9305302963347677,-0.9305195714411973,-0.9305253311062629,-0.9303046763515104,-0.9302727002799396,-0.9300955409268891,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8695714732621626,-0.8690562041330592,-0.867376461212748,-0.8658920728341428,-0.8630128472876619,-0.8620057037403411,-0.8511647129618025,-0.8402034289409813,-0.8489765890255138,-0.8473085176302212,-0.8404177257937833,-0.835932798802999,-0.83743479013737,-0.8386249030163239,-0.8389616552135841,-0.8358505241184411,-0.8341112755541822,-0.8301257367650168,-0.825633156315204,-0.8231075148357521,-0.8224914113839463,-0.8230501138930372,-0.825108894371742,-0.8273245707605338,-0.8310441518484539,-0.8345111687884288,-0.838018366388304,-0.8411735048728617,-0.8397537882230486,-0.8450792563516535,-0.850155604388876,-0.8523123491431475,-0.8572229997923999,-0.8580547394523377,-0.8600788880289377,-0.8613091433004968,-0.8623670044074357,-0.8632545798777169,-0.8639635924954008,-0.8642492578536448,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.7890096370719705,-0.8122235566361053,-0.8208500541902224,-0.8340607516330296,-0.8497466240956091,-0.7419813116963003,-0.6975306833826416,-0.6508245701397228,-0.5721857699405372,-0.5109347081050997,-0.4592679926184129,-0.3988810451389905,-0.3572160871730279,-0.3309265063417205,-0.2973856879229033,-0.26595682357421124,-0.23966724274290407,-0.21504730659949023,-0.22362986613550484,-0.2649316031518205,-0.3163551949383403,-0.36591727935791907,-0.46848618881630977,-0.48453235302732933,-0.4766030053604382,-0.4576378921468115,-0.45709598992354783,-0.45426491695714577,-0.4548112129822197,-0.4605714871554527,-0.46079557104777524,-0.46116904420164617,-0.4623290078795512,-0.5252526436040892,-0.5793081226749466,-0.6087026567854946,-0.6393421014089458,-0.6789302557192654,-0.7080318697091303,-0.7282433580362635,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.9816252795663172,-0.9801162025672097,-0.979036442410602,-0.9782844102805618,-0.9775593822607656,-0.9774106575278505,-0.9771085389381685,-0.9768727785026261,-0.9767186772028512,-0.9766108831011068,-0.9765156208469306,-0.9764624393241291,-0.9764358071267809,-0.9764110830042881,-0.9763931846961886,-0.976389479716093,-0.9763681715326955,-0.9763470412206828,-0.9763313319433763,-0.9763201543438517,-0.9763133184231297,-0.9763091261158651,-0.9763059420159498,-0.9763021113131254,-0.9835117268784885,-0.9846480824757271,-0.9835658968002353,-0.9822937121454827,-0.9817233109545529,-0.9825799233738159,-0.9823980094575023,-0.983023793329621,-0.9850549632685484,-0.9843554031970361,-0.9812547815567587,-0.9788149116858468,-0.9789408365412505,-0.9780031309406263,-0.9782187393567726,-0.9778434913727325,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.7720983523078602,-0.733153893718401,-0.7202251482195468,-0.7093605645073291,-0.7214691012257666,-0.7387589568253737,-0.7514985632706507,-0.7608736769359473,-0.7624709926163022,-0.7482013603462699,-0.7278889171789182,-0.7240333903175353,-0.7431291601498563,-0.7543520168770232,-0.7606881751718619,-0.7624309824318918,-0.7615483941366893,-0.7602680682355508,-0.7562688684392391,-0.7550140035645437,-0.7549103408140254,-0.7531517113447059,-0.7594242170734369,-0.7645715272978576,-0.7684296002618849,-0.7734386934856146,-0.7789190703088058,-0.7812797257483723,-0.7823795147855818,-0.7829569344924162,-0.7832160913687121,-0.7822636671152656,-0.7811490015640344,-0.7796967773615102,-0.7782247117448078,-0.7780236787545921,-0.777600480122213,-0.7773275015458481,-0.7772682137271305,-0.777322591205034,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.8699057054881707,-0.8692661112996558,-0.8681179218512487,-0.8667332118408582,-0.8631970773359495,-0.8579522909126861,-0.850306630656221,-0.8498586865693776,-0.8425160920490875,-0.8410539995075658,-0.8359452314203497,-0.8310741246695319,-0.8289522842581687,-0.8287146229217704,-0.8279503040639138,-0.8271916890781307,-0.8262391424418467,-0.8243530620761904,-0.8221874919789299,-0.8228377333953154,-0.8236647948459812,-0.8232921418705088,-0.8253379306542246,-0.831935409352639,-0.8304695142297349,-0.8399949805925753,-0.846682770598821,-0.8496292007829516,-0.8490498775093472,-0.8496712193072267,-0.8519137916774803,-0.8518014253976312,-0.8522765579413585,-0.8555730157417363,-0.8590607433856474,-0.8607911080436954,-0.8616443122413651,-0.8614989775809309,-0.8613157311841143,-0.8607854041716219,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.1614435893423617,-0.16093147644991967,-0.21394938617579695,-0.27103148071752703,-0.30623781953710694,-0.3376104243424328,-0.3769919057712279,-0.37517390500305847,-0.30266156450488646,-0.25097799337098303,-0.22000938873636144,-0.1754128910195315,-0.2446619343641976,-0.29646499850633734,-0.2849296556040799,-0.25425693841842467,-0.2356857333883381,-0.20707853820219924,-0.1669772536523607,-0.17080387498755278,-0.16276654764783716,-0.15859851771768352,-0.1564220379248047,-0.1550564035449592,-0.15593837574860958,-0.15566809394426506,-0.15453006529439384,-0.15356274094200317,-0.1504189367967339,-0.204958959841814,-0.2601832226126293,-0.29378209596426585,-0.27000156478939363,-0.220834459507518,-0.19951064768055538,-0.17943866736845104,-0.16801570479536831,-0.15613753076233694,-0.20889938404199326,-0.26368266071098345,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.9923759236848001,-0.9923953463990237,-0.9885507675683789,-0.983091052769074,-0.9795571356764041,-0.9791304461011037,-0.9766742354238377,-0.9768751740798896,-0.9795980148969168,-0.9837091221777194,-0.9854352015035418,-0.9876400354815363,-0.986111844123668,-0.9844632522755337,-0.9874279109691253,-0.9889990153395716,-0.989495870741125,-0.9902735928268968,-0.9908219031677024,-0.9911322598368675,-0.9909791152943502,-0.9908572911496386,-0.9913787757731028,-0.9912809707126824,-0.9912221941219952,-0.9916475413945326,-0.991585205667731,-0.9914794484803353,-0.9917961709186649,-0.9881619065254931,-0.9837685089060263,-0.9807312438357033,-0.9834644569922636,-0.9861344192155929,-0.9877968408497712,-0.9882046161588643,-0.9883425072608919,-0.9887492656739524,-0.9851954174190426,-0.9804501737722785,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.4446257962769171,-0.44464281677892903,-0.44506819756216187,-0.44516159889162377,-0.4453928250327944,-0.445362698424396,-0.44555445340250865,-0.4456304037024481,-0.4456985717865197,-0.44565548955738654,-0.4456623284743615,-0.44559435199787756,-0.44569027370406944,-0.44560617271213165,-0.4455497516470883,-0.4454938611876723,-0.44543211932730997,-0.44548697805356163,-0.44545362359426355,-0.44537597830412545,-0.4454363052161481,-0.44544850914557754,-0.44546173006912615,-0.4454833964655769,-0.445439606762274,-0.4449887098913732,-0.44510498621899275,-0.4451435435612481,-0.44523763762583457,-0.4449991598744233,-0.4445945362359427,-0.44446846581278465,-0.4444780167140773,-0.44448628531843704,-0.4444980470765103,-0.4445105310477987,-0.44452376523648796,-0.4445205639158696,-0.44428259171370876,-0.4440155791707814,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.9999992965565664,-0.9999993046354704,-0.9999993026247566,-0.9999992923568981,-0.9999992725421543,-0.9999992435209846,-0.9999992725241299,-0.999999274931379,-0.999999282551664,-0.999999280454834,-0.9999992915317845,-0.9999993021020511,-0.9999993068644789,-0.9999992798299906,-0.9999993048036975,-0.9999992525351509,-0.9999993076495385,-0.9999993595375715,-0.9999993159767777,-0.9999993134153206,-0.9999992124410361,-0.9999991911523028,-0.999999188865216,-0.9999991980395986,-0.9999992010797017,-0.9999992243250759,-0.9999992239966327,-0.9999991073552024,-0.999999175046565,-0.9999991655737797,-0.9999991890354457,-0.9999992324139935,-0.9999992479209231,-0.9999991271419083,-0.9999993419999009,-0.9999993508378294,-0.9999993554480519,-0.9999993554480519,-0.9999993578993603,-0.9999993594354336,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.9124095077895098,-0.9137298269039262,-0.9153988743720093,-0.9152086589063729,-0.9154287120921091,-0.9174352987688211,-0.920609286244438,-0.9221869556947154,-0.9234047076462888,-0.9242588123841458,-0.9259763461473909,-0.9262430207707829,-0.927568934457718,-0.9282626614500387,-0.9287064975365232,-0.9293573328062003,-0.9303307884244565,-0.9312147308824132,-0.9311923525923385,-0.931917782162265,-0.9320632410477515,-0.9325089419917424,-0.9329080214980774,-0.9326954277423662,-0.932497752846705,-0.930992812839171,-0.927434664717269,-0.9244135955571635,-0.9202997198984025,-0.9155368738274708,-0.9127153444205328,-0.9108113249066639,-0.9117773210948952,-0.9126538041228269,-0.913461287423028,-0.9142426627181417,-0.9153391989318096,-0.912849614160982,-0.9116840782195833,-0.9119992391381375,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.9795699163894814,-0.9795608173004013,-0.9795173438747965,-0.9795341266390998,-0.9794849915580673,-0.9794922708293314,-0.9794955060610043,-0.9794083570078151,-0.9792838005884078,-0.979235272113314,-0.9792362831232118,-0.979229812659866,-0.9792324412856002,-0.9792478086360465,-0.9792643891983702,-0.9792874402240398,-0.9793098846437707,-0.9793367775070518,-0.979411592239488,-0.9794293860136891,-0.9794951016570452,-0.9795056161599822,-0.9795594018865444,-0.9796042907260062,-0.979644124515979,-0.9796255219338598,-0.9796020665042311,-0.979550504999444,-0.9794663889759481,-0.9795023809283093,-0.9794906532134949,-0.9794587053007249,-0.9792619627746155,-0.9792381029410278,-0.979122443408721,-0.9789993024031706,-0.9789451122726491,-0.9789687699042574,-0.978955222371627,-0.9789748359636441,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.9073663654911105,-0.9073154571067716,-0.907435538715632,-0.9081259108131741,-0.9096139123676285,-0.9111753618964344,-0.9119481200816089,-0.9135915670844263,-0.9149083843388711,-0.9157029048868163,-0.9168530068978917,-0.918260371126008,-0.9222811619547265,-0.9247546876518022,-0.9312309336442243,-0.9270863693772466,-0.9300786942582338,-0.9311979014864471,-0.9315554260176819,-0.9316117749927135,-0.9316739531720587,-0.9318546585057806,-0.9319654133877392,-0.9324084329155737,-0.9327406975614495,-0.9334266006023512,-0.9331526279996114,-0.9329680365296804,-0.9321189157679977,-0.9261789565724279,-0.9272262702807733,-0.9265461964441853,-0.925582434664335,-0.9244612843680171,-0.9238053045759254,-0.9222902943748178,-0.9214611872146119,-0.9210609151850773,-0.9200178762265617,-0.9202823277955893,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.9980439630932855,-0.9980439711820377,-0.9980439675247808,-0.9980438236366785,-0.998043753812614,-0.9980437816851907,-0.9980439516345595,-0.9980440360069681,-0.9980440863988753,-0.998044075616589,-0.9980441326636852,-0.9980441439410764,-0.998044147588146,-0.9980441319953953,-0.9980441356261652,-0.9980441302920712,-0.9980441251556117,-0.9980441106121576,-0.9980441106121576,-0.9980440973889834,-0.9980440762135675,-0.9980440460105338,-0.9980440480704149,-0.998044044094294,-0.9980440435749433,-0.9980441006081845,-0.9980440960136918,-0.9980440354662239,-0.9980440339224336,-0.9980440340469229,-0.9980440901111439,-0.9980440862562525,-0.9980440817289963,-0.9980440308189811,-0.9980440115752692,-0.9980440251582604,-0.998043994635344,-0.9980439870416968,-0.9980439846537831,-0.9980439912348081,17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.5401053212793485,-0.5396009658571158,-0.5395399817047544,-0.5391872625532581,-0.5391889107735921,-0.5391575945872444,-0.5390603495875328,-0.5391196855195602,-0.5392696735699628,-0.5395465745860907,-0.5441615915215545,-0.543452856777894,-0.5445225517747212,-0.5456977328729304,-0.5454142389754661,-0.545251065162391,-0.5471201470212537,-0.5467113883783984,-0.5459647445670537,-0.5452230454167113,-0.5462004400748292,-0.5465168983789752,-0.5468432460051259,-0.5477580082905482,-0.5487139760843229,-0.5509324806540138,-0.5515901205673175,-0.5511434528567778,-0.5525230132764147,-0.5533256965791187,-0.5529086968345929,-0.552316985734653,-0.5513362946358669,-0.5502418763340282,-0.5505945954855245,-0.5504561449774605,-0.5497325762507932,-0.5487848495586889,-0.548262363712781,-0.5479689804933123,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.974392502645236,-0.9743824255554996,-0.9741091348818461,-0.973775180127979,-0.9735788784199123,-0.9734406207487277,-0.9729680052400866,-0.9731671285332796,-0.9726473522446717,-0.9724188038494482,-0.9723067466115786,-0.9721965032498614,-0.9721279790396533,-0.9720753766312289,-0.972084244470197,-0.9720858568045548,-0.9721265682470902,-0.9720050385448682,-0.971938126669018,-0.9719197863656975,-0.9719274449538973,-0.9719189801985186,-0.9719089031087822,-0.9719377235854285,-0.9719891167430846,-0.9720798105507129,-0.9721985186678087,-0.9722950571874842,-0.9725179624124553,-0.972884970020658,-0.972845467828891,-0.9737423288154381,-0.9740861591172469,-0.9737044389580289,-0.9740206580339598,-0.9739511261147781,-0.973880384944828,-0.9740851514082733,-0.9742133319897214,-0.9743012042122235,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.95357689874389,-0.9535978883649184,-0.9538578824442612,-0.9542347055463093,-0.9559378350790031,-0.959961505827095,-0.9593799349123733,-0.9611812800302567,-0.9640483434535649,-0.9659849330163769,-0.9655275176901912,-0.9652126733747647,-0.9730560591194458,-0.9734421889402518,-0.9762421251793276,-0.9777767436979158,-0.9784816781400028,-0.9786460308329612,-0.9786222689978347,-0.9785490033395279,-0.9785490033395279,-0.9786202888449075,-0.9787034552678503,-0.9789272125486251,-0.9790737438652387,-0.9792994812989407,-0.9791192873825646,-0.9779529773084376,-0.9769411191626329,-0.9756738212892182,-0.9729649720847942,-0.9733055583882744,-0.9738778225842382,-0.9745708761087619,-0.9751847235161971,-0.9734164469521981,-0.9722996407012513,-0.970321467926968,-0.968412600505137,-0.9658443421585449,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
